"Interval start","of_packets","of_PACKET_IN","of_PACKET_OUT"
27.95,0,0,0
27.96,0,0,0
27.97,0,0,0
27.98,0,0,0
27.99,1,0,0
28,1,0,0
28.01,0,0,0
28.02,0,0,0
28.03,0,0,0
28.04,0,0,0
28.05,0,0,0
28.06,0,0,0
28.07,0,0,0
28.08,0,0,0
28.09,0,0,0
28.1,0,0,0
28.11,0,0,0
28.12,0,0,0
28.13,0,0,0
28.14,0,0,0
28.15,0,0,0
28.16,0,0,0
28.17,0,0,0
28.18,0,0,0
28.19,0,0,0
28.2,0,0,0
28.21,0,0,0
28.22,0,0,0
28.23,0,0,0
28.24,0,0,0
28.25,0,0,0
28.26,0,0,0
28.27,0,0,0
28.28,0,0,0
28.29,0,0,0
28.3,0,0,0
28.31,0,0,0
28.32,0,0,0
28.33,0,0,0
28.34,0,0,0
28.35,0,0,0
28.36,0,0,0
28.37,0,0,0
28.38,0,0,0
28.39,0,0,0
28.4,0,0,0
28.41,0,0,0
28.42,0,0,0
28.43,0,0,0
28.44,0,0,0
28.45,0,0,0
28.46,0,0,0
28.47,0,0,0
28.48,0,0,0
28.49,0,0,0
28.5,0,0,0
28.51,0,0,0
28.52,0,0,0
28.53,0,0,0
28.54,0,0,0
28.55,0,0,0
28.56,0,0,0
28.57,0,0,0
28.58,0,0,0
28.59,0,0,0
28.6,0,0,0
28.61,0,0,0
28.62,0,0,0
28.63,0,0,0
28.64,0,0,0
28.65,0,0,0
28.66,0,0,0
28.67,0,0,0
28.68,0,0,0
28.69,0,0,0
28.7,0,0,0
28.71,0,0,0
28.72,0,0,0
28.73,0,0,0
28.74,0,0,0
28.75,0,0,0
28.76,0,0,0
28.77,0,0,0
28.78,0,0,0
28.79,0,0,0
28.8,0,0,0
28.81,0,0,0
28.82,0,0,0
28.83,0,0,0
28.84,0,0,0
28.85,0,0,0
28.86,0,0,0
28.87,0,0,0
28.88,0,0,0
28.89,0,0,0
28.9,0,0,0
28.91,0,0,0
28.92,0,0,0
28.93,0,0,0
28.94,0,0,0
28.95,0,0,0
28.96,0,0,0
28.97,0,0,0
28.98,0,0,0
28.99,0,0,0
29,0,0,0
29.01,0,0,0
29.02,0,0,0
29.03,0,0,0
29.04,0,0,0
29.05,0,0,0
29.06,0,0,0
29.07,0,0,0
29.08,0,0,0
29.09,0,0,0
29.1,0,0,0
29.11,0,0,0
29.12,0,0,0
29.13,0,0,0
29.14,0,0,0
29.15,0,0,0
29.16,0,0,0
29.17,0,0,0
29.18,0,0,0
29.19,0,0,0
29.2,0,0,0
29.21,0,0,0
29.22,0,0,0
29.23,0,0,0
29.24,0,0,0
29.25,0,0,0
29.26,0,0,0
29.27,0,0,0
29.28,0,0,0
29.29,0,0,0
29.3,0,0,0
29.31,0,0,0
29.32,0,0,0
29.33,0,0,0
29.34,0,0,0
29.35,0,0,0
29.36,0,0,0
29.37,0,0,0
29.38,0,0,0
29.39,0,0,0
29.4,0,0,0
29.41,0,0,0
29.42,0,0,0
29.43,0,0,0
29.44,0,0,0
29.45,0,0,0
29.46,0,0,0
29.47,0,0,0
29.48,0,0,0
29.49,0,0,0
29.5,0,0,0
29.51,0,0,0
29.52,0,0,0
29.53,0,0,0
29.54,0,0,0
29.55,0,0,0
29.56,0,0,0
29.57,0,0,0
29.58,0,0,0
29.59,0,0,0
29.6,0,0,0
29.61,0,0,0
29.62,0,0,0
29.63,0,0,0
29.64,0,0,0
29.65,0,0,0
29.66,0,0,0
29.67,0,0,0
29.68,0,0,0
29.69,0,0,0
29.7,0,0,0
29.71,0,0,0
29.72,0,0,0
29.73,0,0,0
29.74,0,0,0
29.75,0,0,0
29.76,0,0,0
29.77,0,0,0
29.78,0,0,0
29.79,0,0,0
29.8,0,0,0
29.81,0,0,0
29.82,0,0,0
29.83,0,0,0
29.84,0,0,0
29.85,0,0,0
29.86,0,0,0
29.87,0,0,0
29.88,0,0,0
29.89,0,0,0
29.9,0,0,0
29.91,0,0,0
29.92,0,0,0
29.93,0,0,0
29.94,0,0,0
29.95,0,0,0
29.96,0,0,0
29.97,0,0,0
29.98,0,0,0
29.99,0,0,0
30,0,0,0
30.01,0,0,0
30.02,0,0,0
30.03,0,0,0
30.04,0,0,0
30.05,0,0,0
30.06,0,0,0
30.07,0,0,0
30.08,0,0,0
30.09,0,0,0
30.1,0,0,0
30.11,0,0,0
30.12,0,0,0
30.13,0,0,0
30.14,0,0,0
30.15,0,0,0
30.16,0,0,0
30.17,0,0,0
30.18,0,0,0
30.19,0,0,0
30.2,0,0,0
30.21,0,0,0
30.22,0,0,0
30.23,0,0,0
30.24,0,0,0
30.25,0,0,0
30.26,0,0,0
30.27,0,0,0
30.28,0,0,0
30.29,0,0,0
30.3,0,0,0
30.31,0,0,0
30.32,0,0,0
30.33,0,0,0
30.34,0,0,0
30.35,0,0,0
30.36,0,0,0
30.37,0,0,0
30.38,0,0,0
30.39,0,0,0
30.4,0,0,0
30.41,0,0,0
30.42,0,0,0
30.43,0,0,0
30.44,0,0,0
30.45,0,0,0
30.46,0,0,0
30.47,0,0,0
30.48,0,0,0
30.49,0,0,0
30.5,0,0,0
30.51,0,0,0
30.52,0,0,0
30.53,0,0,0
30.54,0,0,0
30.55,0,0,0
30.56,0,0,0
30.57,0,0,0
30.58,0,0,0
30.59,0,0,0
30.6,0,0,0
30.61,0,0,0
30.62,0,0,0
30.63,0,0,0
30.64,0,0,0
30.65,0,0,0
30.66,0,0,0
30.67,0,0,0
30.68,0,0,0
30.69,0,0,0
30.7,0,0,0
30.71,0,0,0
30.72,0,0,0
30.73,0,0,0
30.74,0,0,0
30.75,0,0,0
30.76,0,0,0
30.77,0,0,0
30.78,0,0,0
30.79,0,0,0
30.8,0,0,0
30.81,0,0,0
30.82,0,0,0
30.83,0,0,0
30.84,0,0,0
30.85,0,0,0
30.86,0,0,0
30.87,0,0,0
30.88,0,0,0
30.89,0,0,0
30.9,0,0,0
30.91,0,0,0
30.92,0,0,0
30.93,0,0,0
30.94,0,0,0
30.95,0,0,0
30.96,0,0,0
30.97,0,0,0
30.98,0,0,0
30.99,0,0,0
31,0,0,0
31.01,0,0,0
31.02,0,0,0
31.03,0,0,0
31.04,0,0,0
31.05,0,0,0
31.06,0,0,0
31.07,0,0,0
31.08,0,0,0
31.09,0,0,0
31.1,0,0,0
31.11,0,0,0
31.12,0,0,0
31.13,0,0,0
31.14,0,0,0
31.15,0,0,0
31.16,0,0,0
31.17,0,0,0
31.18,0,0,0
31.19,0,0,0
31.2,0,0,0
31.21,0,0,0
31.22,0,0,0
31.23,0,0,0
31.24,0,0,0
31.25,0,0,0
31.26,0,0,0
31.27,0,0,0
31.28,0,0,0
31.29,0,0,0
31.3,0,0,0
31.31,0,0,0
31.32,0,0,0
31.33,0,0,0
31.34,0,0,0
31.35,0,0,0
31.36,0,0,0
31.37,0,0,0
31.38,0,0,0
31.39,0,0,0
31.4,0,0,0
31.41,0,0,0
31.42,0,0,0
31.43,0,0,0
31.44,0,0,0
31.45,0,0,0
31.46,0,0,0
31.47,0,0,0
31.48,0,0,0
31.49,0,0,0
31.5,0,0,0
31.51,0,0,0
31.52,0,0,0
31.53,0,0,0
31.54,0,0,0
31.55,0,0,0
31.56,0,0,0
31.57,0,0,0
31.58,0,0,0
31.59,0,0,0
31.6,0,0,0
31.61,0,0,0
31.62,0,0,0
31.63,0,0,0
31.64,0,0,0
31.65,0,0,0
31.66,0,0,0
31.67,0,0,0
31.68,0,0,0
31.69,0,0,0
31.7,0,0,0
31.71,0,0,0
31.72,0,0,0
31.73,0,0,0
31.74,0,0,0
31.75,0,0,0
31.76,0,0,0
31.77,0,0,0
31.78,0,0,0
31.79,0,0,0
31.8,0,0,0
31.81,0,0,0
31.82,0,0,0
31.83,0,0,0
31.84,0,0,0
31.85,0,0,0
31.86,0,0,0
31.87,0,0,0
31.88,0,0,0
31.89,0,0,0
31.9,0,0,0
31.91,0,0,0
31.92,0,0,0
31.93,0,0,0
31.94,0,0,0
31.95,0,0,0
31.96,0,0,0
31.97,0,0,0
31.98,0,0,0
31.99,0,0,0
32,0,0,0
32.01,0,0,0
32.02,0,0,0
32.03,0,0,0
32.04,0,0,0
32.05,0,0,0
32.06,0,0,0
32.07,0,0,0
32.08,0,0,0
32.09,0,0,0
32.1,0,0,0
32.11,0,0,0
32.12,0,0,0
32.13,0,0,0
32.14,0,0,0
32.15,0,0,0
32.16,0,0,0
32.17,0,0,0
32.18,0,0,0
32.19,0,0,0
32.2,0,0,0
32.21,0,0,0
32.22,0,0,0
32.23,0,0,0
32.24,0,0,0
32.25,0,0,0
32.26,0,0,0
32.27,0,0,0
32.28,0,0,0
32.29,0,0,0
32.3,0,0,0
32.31,0,0,0
32.32,0,0,0
32.33,0,0,0
32.34,0,0,0
32.35,0,0,0
32.36,0,0,0
32.37,0,0,0
32.38,0,0,0
32.39,0,0,0
32.4,0,0,0
32.41,0,0,0
32.42,0,0,0
32.43,0,0,0
32.44,0,0,0
32.45,0,0,0
32.46,0,0,0
32.47,0,0,0
32.48,0,0,0
32.49,0,0,0
32.5,0,0,0
32.51,0,0,0
32.52,0,0,0
32.53,0,0,0
32.54,0,0,0
32.55,0,0,0
32.56,0,0,0
32.57,0,0,0
32.58,0,0,0
32.59,0,0,0
32.6,0,0,0
32.61,0,0,0
32.62,0,0,0
32.63,0,0,0
32.64,0,0,0
32.65,0,0,0
32.66,0,0,0
32.67,0,0,0
32.68,0,0,0
32.69,0,0,0
32.7,0,0,0
32.71,0,0,0
32.72,0,0,0
32.73,0,0,0
32.74,0,0,0
32.75,0,0,0
32.76,0,0,0
32.77,0,0,0
32.78,0,0,0
32.79,0,0,0
32.8,0,0,0
32.81,0,0,0
32.82,0,0,0
32.83,0,0,0
32.84,0,0,0
32.85,0,0,0
32.86,0,0,0
32.87,0,0,0
32.88,0,0,0
32.89,0,0,0
32.9,0,0,0
32.91,0,0,0
32.92,0,0,0
32.93,0,0,0
32.94,0,0,0
32.95,0,0,0
32.96,0,0,0
32.97,0,0,0
32.98,0,0,0
32.99,0,0,0
33,2,0,0
33.01,0,0,0
33.02,0,0,0
33.03,0,0,0
33.04,0,0,0
33.05,0,0,0
33.06,0,0,0
33.07,0,0,0
33.08,0,0,0
33.09,0,0,0
33.1,0,0,0
33.11,0,0,0
33.12,0,0,0
33.13,0,0,0
33.14,0,0,0
33.15,0,0,0
33.16,0,0,0
33.17,0,0,0
33.18,0,0,0
33.19,0,0,0
33.2,0,0,0
33.21,0,0,0
33.22,0,0,0
33.23,0,0,0
33.24,0,0,0
33.25,0,0,0
33.26,0,0,0
33.27,0,0,0
33.28,0,0,0
33.29,0,0,0
33.3,0,0,0
33.31,0,0,0
33.32,0,0,0
33.33,0,0,0
33.34,0,0,0
33.35,0,0,0
33.36,0,0,0
33.37,0,0,0
33.38,0,0,0
33.39,0,0,0
33.4,0,0,0
33.41,0,0,0
33.42,0,0,0
33.43,0,0,0
33.44,0,0,0
33.45,0,0,0
33.46,0,0,0
33.47,0,0,0
33.48,0,0,0
33.49,0,0,0
33.5,0,0,0
33.51,0,0,0
33.52,0,0,0
33.53,0,0,0
33.54,0,0,0
33.55,0,0,0
33.56,0,0,0
33.57,0,0,0
33.58,0,0,0
33.59,0,0,0
33.6,0,0,0
33.61,0,0,0
33.62,0,0,0
33.63,0,0,0
33.64,0,0,0
33.65,0,0,0
33.66,0,0,0
33.67,0,0,0
33.68,0,0,0
33.69,0,0,0
33.7,0,0,0
33.71,0,0,0
33.72,0,0,0
33.73,0,0,0
33.74,0,0,0
33.75,0,0,0
33.76,0,0,0
33.77,0,0,0
33.78,0,0,0
33.79,0,0,0
33.8,0,0,0
33.81,0,0,0
33.82,0,0,0
33.83,0,0,0
33.84,0,0,0
33.85,0,0,0
33.86,0,0,0
33.87,0,0,0
33.88,0,0,0
33.89,0,0,0
33.9,0,0,0
33.91,0,0,0
33.92,0,0,0
33.93,0,0,0
33.94,0,0,0
33.95,0,0,0
33.96,0,0,0
33.97,0,0,0
33.98,0,0,0
33.99,0,0,0
34,0,0,0
34.01,0,0,0
34.02,0,0,0
34.03,0,0,0
34.04,0,0,0
34.05,0,0,0
34.06,0,0,0
34.07,0,0,0
34.08,0,0,0
34.09,0,0,0
34.1,0,0,0
34.11,0,0,0
34.12,0,0,0
34.13,0,0,0
34.14,0,0,0
34.15,0,0,0
34.16,0,0,0
34.17,0,0,0
34.18,0,0,0
34.19,0,0,0
34.2,0,0,0
34.21,0,0,0
34.22,0,0,0
34.23,0,0,0
34.24,0,0,0
34.25,0,0,0
34.26,0,0,0
34.27,0,0,0
34.28,0,0,0
34.29,0,0,0
34.3,0,0,0
34.31,0,0,0
34.32,0,0,0
34.33,0,0,0
34.34,0,0,0
34.35,0,0,0
34.36,0,0,0
34.37,0,0,0
34.38,0,0,0
34.39,0,0,0
34.4,0,0,0
34.41,0,0,0
34.42,0,0,0
34.43,0,0,0
34.44,0,0,0
34.45,0,0,0
34.46,0,0,0
34.47,0,0,0
34.48,0,0,0
34.49,0,0,0
34.5,0,0,0
34.51,0,0,0
34.52,0,0,0
34.53,0,0,0
34.54,0,0,0
34.55,0,0,0
34.56,0,0,0
34.57,0,0,0
34.58,0,0,0
34.59,0,0,0
34.6,0,0,0
34.61,0,0,0
34.62,0,0,0
34.63,0,0,0
34.64,0,0,0
34.65,0,0,0
34.66,0,0,0
34.67,0,0,0
34.68,0,0,0
34.69,0,0,0
34.7,0,0,0
34.71,0,0,0
34.72,0,0,0
34.73,0,0,0
34.74,0,0,0
34.75,0,0,0
34.76,0,0,0
34.77,0,0,0
34.78,0,0,0
34.79,0,0,0
34.8,0,0,0
34.81,0,0,0
34.82,0,0,0
34.83,0,0,0
34.84,0,0,0
34.85,0,0,0
34.86,0,0,0
34.87,0,0,0
34.88,6,3,3
34.89,17,9,8
34.9,5,2,3
34.91,24,13,11
34.92,28,13,15
34.93,8,4,4
34.94,9,5,4
34.95,30,15,15
34.96,15,7,8
34.97,12,7,5
34.98,15,7,8
34.99,13,7,6
35,16,7,9
35.01,10,6,4
35.02,22,10,12
35.03,12,6,6
35.04,20,10,10
35.05,15,8,7
35.06,16,8,8
35.07,23,11,12
35.08,19,11,8
35.09,17,7,10
35.1,8,4,4
35.11,12,7,5
35.12,21,10,11
35.13,11,5,6
35.14,17,9,8
35.15,11,5,6
35.16,10,5,5
35.17,11,6,5
35.18,15,7,8
35.19,16,8,8
35.2,16,8,8
35.21,8,4,4
35.22,6,3,3
35.23,12,6,6
35.24,16,9,7
35.25,34,16,18
35.26,8,4,4
35.27,7,4,3
35.28,26,13,13
35.29,9,4,5
35.3,0,0,0
35.31,11,6,5
35.32,11,5,6
35.33,6,3,3
35.34,11,7,4
35.35,17,7,10
35.36,6,3,3
35.37,10,5,5
35.38,15,8,7
35.39,9,4,5
35.4,10,5,5
35.41,21,11,10
35.42,17,9,8
35.43,11,6,5
35.44,20,9,11
35.45,15,9,6
35.46,24,11,13
35.47,20,9,11
35.48,14,8,6
35.49,15,7,8
35.5,16,8,8
35.51,12,6,6
35.52,16,8,8
35.53,30,16,14
35.54,13,8,5
35.55,13,4,9
35.56,15,8,7
35.57,9,4,5
35.58,27,14,13
35.59,18,8,10
35.6,14,7,7
35.61,8,4,4
35.62,13,8,5
35.63,17,7,10
35.64,17,9,8
35.65,20,10,10
35.66,17,9,8
35.67,16,7,9
35.68,18,9,9
35.69,18,10,8
35.7,11,5,6
35.71,15,7,8
35.72,13,7,6
35.73,10,5,5
35.74,18,9,9
35.75,7,3,4
35.76,9,5,4
35.77,17,8,9
35.78,6,3,3
35.79,12,7,5
35.8,20,10,10
35.81,11,5,6
35.82,21,11,10
35.83,12,5,7
35.84,16,8,8
35.85,14,7,7
35.86,18,9,9
35.87,12,6,6
35.88,7,4,3
35.89,18,14,4
35.9,19,4,15
35.91,17,9,8
35.92,13,7,6
35.93,37,35,2
35.94,23,7,16
35.95,23,7,16
35.96,29,29,0
35.97,22,6,16
35.98,35,3,32
35.99,38,29,9
36,6,6,0
36.01,37,5,32
36.02,36,27,9
36.03,3,3,0
36.04,33,3,30
36.05,13,7,6
36.06,41,37,4
36.07,7,7,0
36.08,35,3,32
36.09,36,36,0
36.1,31,3,28
36.11,27,2,25
36.12,31,28,3
36.13,20,3,17
36.14,25,8,17
36.15,32,27,5
36.16,21,4,17
36.17,21,5,16
36.18,27,26,1
36.19,7,6,1
36.2,24,8,16
36.21,49,25,24
36.22,8,7,1
36.23,24,8,16
36.24,25,3,22
36.25,27,25,2
36.26,33,6,27
36.27,13,5,8
36.28,38,36,2
36.29,40,8,32
36.3,21,6,15
36.31,25,21,4
36.32,25,4,21
36.33,10,4,6
36.34,20,18,2
36.35,2,2,0
36.36,28,6,22
36.37,27,22,5
36.38,23,7,16
36.39,16,3,13
36.4,10,6,4
36.41,35,33,2
36.42,21,5,16
36.43,33,6,27
36.44,34,33,1
36.45,18,2,16
36.46,29,5,24
36.47,35,35,0
36.48,5,4,1
36.49,5,5,0
36.5,46,30,16
36.51,8,8,0
36.52,25,9,16
36.53,64,32,32
36.54,8,8,0
36.55,20,4,16
36.56,25,9,16
36.57,23,7,16
36.58,18,2,16
36.59,40,8,32
36.6,31,31,0
36.61,33,1,32
36.62,34,7,27
36.63,28,26,2
36.64,21,5,16
36.65,29,10,19
36.66,19,10,9
36.67,33,31,2
36.68,31,12,19
36.69,56,40,16
36.7,7,7,0
36.71,41,9,32
36.72,26,10,16
36.73,23,23,0
36.74,38,6,32
36.75,20,4,16
36.76,46,26,20
36.77,22,6,16
36.78,24,7,17
36.79,28,25,3
36.8,6,4,2
36.81,32,3,29
36.82,31,30,1
36.83,2,2,0
36.84,24,8,16
36.85,41,25,16
36.86,13,5,8
36.87,18,2,16
36.88,26,6,20
36.89,27,25,2
36.9,21,5,16
36.91,23,5,18
36.92,38,35,3
36.93,4,4,0
36.94,37,5,32
36.95,65,53,12
36.96,5,4,1
36.97,23,7,16
36.98,80,48,32
36.99,12,12,0
37,20,4,16
37.01,46,30,16
37.02,19,19,0
37.03,36,4,32
37.04,26,3,23
37.05,49,40,9
37.06,21,5,16
37.07,22,6,16
37.08,73,57,16
37.09,3,3,0
37.1,19,3,16
37.11,22,6,16
37.12,46,46,0
37.13,21,5,16
37.14,75,43,32
37.15,23,7,16
37.16,33,10,23
37.17,71,46,25
37.18,23,7,16
37.19,37,5,32
37.2,22,6,16
37.21,64,48,16
37.22,27,11,16
37.23,37,5,32
37.24,65,49,16
37.25,20,4,16
37.26,38,6,32
37.27,60,44,16
37.28,40,8,32
37.29,23,7,16
37.3,63,31,32
37.31,49,33,16
37.32,23,7,16
37.33,69,37,32
37.34,21,5,16
37.35,17,1,16
37.36,32,0,32
37.37,42,26,16
37.38,30,0,30
37.39,18,9,9
37.4,38,37,1
37.41,21,5,16
37.42,35,5,30
37.43,48,48,0
37.44,10,7,3
37.45,36,7,29
37.46,45,15,30
37.47,42,27,15
37.48,27,0,27
37.49,45,45,0
37.5,14,0,14
37.51,33,1,32
37.52,6,3,3
37.53,51,50,1
37.54,38,6,32
37.55,36,7,29
37.56,49,49,0
37.57,5,5,0
37.58,19,3,16
37.59,60,44,16
37.6,20,4,16
37.61,40,8,32
37.62,66,50,16
37.63,25,9,16
37.64,43,11,32
37.65,78,46,32
37.66,4,4,0
37.67,30,4,26
37.68,38,1,37
37.69,61,61,0
37.7,9,9,0
37.71,5,5,0
37.72,81,65,16
37.73,10,10,0
37.74,38,6,32
37.75,66,50,16
37.76,23,7,16
37.77,37,5,32
37.78,71,39,32
37.79,21,6,15
37.8,30,6,24
37.81,59,34,25
37.82,37,21,16
37.83,37,5,32
37.84,41,9,32
37.85,51,51,0
37.86,43,11,32
37.87,34,2,32
37.88,54,38,16
37.89,25,9,16
37.9,37,5,32
37.91,62,46,16
37.92,21,5,16
37.93,43,11,32
37.94,55,39,16
37.95,38,6,32
37.96,32,8,24
37.97,28,6,22
37.98,44,43,1
37.99,39,7,32
38,20,1,19
38.01,51,51,0
38.02,36,4,32
38.03,26,10,16
38.04,59,38,21
38.05,41,9,32
38.06,16,3,13
38.07,34,31,3
38.08,22,5,17
38.09,20,4,16
38.1,57,48,9
38.11,5,5,0
38.12,37,5,32
38.13,45,17,28
38.14,32,20,12
38.15,30,6,24
38.16,13,6,7
38.17,41,41,0
38.18,21,6,15
38.19,20,4,16
38.2,45,45,0
38.21,23,7,16
38.22,21,5,16
38.23,66,50,16
38.24,5,5,0
38.25,37,5,32
38.26,63,47,16
38.27,3,3,0
38.28,18,2,16
38.29,19,3,16
38.3,40,40,0
38.31,16,0,16
38.32,34,2,32
38.33,52,52,0
38.34,23,7,16
38.35,35,3,32
38.36,43,27,16
38.37,32,0,32
38.38,48,0,48
38.39,18,15,3
38.4,15,0,15
38.41,0,0,0
38.42,15,15,0
38.43,20,20,0
38.44,16,0,16
38.45,40,21,19
38.46,21,21,0
38.47,42,0,42
38.48,0,0,0
38.49,30,15,15
38.5,0,0,0
38.51,0,0,0
38.52,17,17,0
38.53,17,0,17
38.54,0,0,0
38.55,35,35,0
38.56,32,0,32
38.57,3,0,3
38.58,30,30,0
38.59,0,0,0
38.6,30,0,30
38.61,34,34,0
38.62,3,3,0
38.63,19,3,16
38.64,30,3,27
38.65,51,51,0
38.66,18,2,16
38.67,16,0,16
38.68,35,35,0
38.69,37,5,32
38.7,21,5,16
38.71,74,52,22
38.72,6,6,0
38.73,6,5,1
38.74,70,54,16
38.75,6,6,0
38.76,17,1,16
38.77,78,46,32
38.78,8,8,0
38.79,39,7,32
38.8,39,7,32
38.81,44,28,16
38.82,21,5,16
38.83,7,7,0
38.84,38,22,16
38.85,4,4,0
38.86,25,9,16
38.87,36,20,16
38.88,28,3,25
38.89,30,7,23
38.9,41,25,16
38.91,19,3,16
38.92,34,2,32
38.93,79,47,32
38.94,3,3,0
38.95,36,4,32
38.96,20,4,16
38.97,40,24,16
38.98,5,5,0
38.99,5,5,0
39,24,24,0
39.01,1,1,0
39.02,41,9,32
39.03,43,27,16
39.04,23,7,16
39.05,41,9,32
39.06,48,32,16
39.07,17,1,16
39.08,5,5,0
39.09,45,29,16
39.1,23,7,16
39.11,21,5,16
39.12,28,12,16
39.13,64,32,32
39.14,27,11,16
39.15,25,9,16
39.16,50,34,16
39.17,43,11,32
39.18,25,9,16
39.19,61,45,16
39.2,21,5,16
39.21,40,8,32
39.22,63,47,16
39.23,20,4,16
39.24,41,9,32
39.25,62,46,16
39.26,24,8,16
39.27,41,9,32
39.28,26,10,16
39.29,58,42,16
39.3,33,1,32
39.31,41,0,41
39.32,52,29,23
39.33,32,0,32
39.34,32,0,32
39.35,56,38,18
39.36,16,0,16
39.37,26,2,24
39.38,21,21,0
39.39,23,6,17
39.4,21,6,15
39.41,11,7,4
39.42,14,5,9
39.43,14,7,7
39.44,20,10,10
39.45,43,26,17
39.46,25,9,16
39.47,20,10,10
39.48,33,26,7
39.49,47,13,34
39.5,22,11,11
39.51,19,10,9
39.52,8,4,4
39.53,15,8,7
39.54,19,9,10
39.55,16,8,8
39.56,16,8,8
39.57,15,7,8
39.58,34,19,15
39.59,20,8,12
39.6,24,13,11
39.61,24,18,6
39.62,28,7,21
39.63,14,7,7
39.64,36,34,2
39.65,22,5,17
39.66,28,6,22
39.67,54,48,6
39.68,4,3,1
39.69,21,5,16
39.7,35,19,16
39.71,36,20,16
39.72,19,3,16
39.73,76,45,31
39.74,8,8,0
39.75,24,1,23
39.76,22,6,16
39.77,36,36,0
39.78,36,4,32
39.79,24,8,16
39.8,55,40,15
39.81,9,3,6
39.82,39,7,32
39.83,48,48,0
39.84,19,3,16
39.85,23,7,16
39.86,72,56,16
39.87,6,6,0
39.88,19,3,16
39.89,82,50,32
39.9,2,2,0
39.91,21,5,16
39.92,20,4,16
39.93,41,41,0
39.94,35,3,32
39.95,22,6,16
39.96,43,43,0
39.97,23,7,16
39.98,26,3,23
39.99,52,43,9
40,18,2,16
40.01,19,3,16
40.02,35,19,16
40.03,36,20,16
40.04,22,6,16
40.05,69,53,16
40.06,2,2,0
40.07,37,5,32
40.08,18,2,16
40.09,48,48,0
40.1,21,5,16
40.11,33,1,32
40.12,50,50,0
40.13,23,7,16
40.14,19,3,16
40.15,70,54,16
40.16,22,6,16
40.17,22,6,16
40.18,64,48,16
40.19,19,3,16
40.2,17,1,16
40.21,57,41,16
40.22,20,4,16
40.23,21,5,16
40.24,25,9,16
40.25,62,46,16
40.26,16,0,16
40.27,16,0,16
40.28,54,38,16
40.29,16,0,16
40.3,16,0,16
40.31,46,30,16
40.32,16,0,16
40.33,16,0,16
40.34,34,2,32
40.35,27,11,16
40.36,41,9,32
40.37,40,8,32
40.38,52,20,32
40.39,29,5,24
40.4,12,6,6
40.41,33,30,3
40.42,23,6,17
40.43,18,1,17
40.44,29,27,2
40.45,33,4,29
40.46,8,4,4
40.47,35,32,3
40.48,24,7,17
40.49,32,8,24
40.5,40,35,5
40.51,1,1,0
40.52,18,2,16
40.53,54,29,25
40.54,4,3,1
40.55,35,5,30
40.56,10,5,5
40.57,30,29,1
40.58,17,1,16
40.59,25,6,19
40.6,32,30,2
40.61,22,4,18
40.62,29,7,22
40.63,39,36,3
40.64,41,5,36
40.65,18,9,9
40.66,35,32,3
40.67,22,6,16
40.68,37,8,29
40.69,40,35,5
40.7,4,3,1
40.71,22,6,16
40.72,33,6,27
40.73,39,37,2
40.74,20,4,16
40.75,35,7,28
40.76,48,42,6
40.77,37,5,32
40.78,22,5,17
40.79,37,33,4
40.8,27,5,22
40.81,22,6,16
40.82,25,20,5
40.83,22,22,0
40.84,17,1,16
40.85,60,30,30
40.86,26,26,0
40.87,38,6,32
40.88,35,6,29
40.89,47,45,2
40.9,37,5,32
40.91,35,9,26
40.92,40,37,3
40.93,39,7,32
40.94,23,7,16
40.95,40,37,3
40.96,26,10,16
40.97,36,4,32
40.98,53,45,8
40.99,20,3,17
41,19,3,16
41.01,41,29,12
41.02,8,7,1
41.03,26,10,16
41.04,27,11,16
41.05,31,31,0
41.06,38,6,32
41.07,27,0,27
41.08,38,38,0
41.09,3,3,0
41.1,38,6,32
41.11,53,37,16
41.12,21,5,16
41.13,33,4,29
41.14,59,54,5
41.15,8,7,1
41.16,41,9,32
41.17,38,3,35
41.18,54,51,3
41.19,28,12,16
41.2,42,10,32
41.21,40,40,0
41.22,35,3,32
41.23,57,12,45
41.24,49,48,1
41.25,22,6,16
41.26,51,9,42
41.27,50,43,7
41.28,28,10,18
41.29,43,11,32
41.3,40,28,12
41.31,27,8,19
41.32,29,7,22
41.33,30,23,7
41.34,30,8,22
41.35,29,14,15
41.36,23,11,12
41.37,43,25,18
41.38,22,7,15
41.39,9,5,4
41.4,36,19,17
41.41,12,5,7
41.42,14,7,7
41.43,53,50,3
41.44,22,5,17
41.45,38,6,32
41.46,52,40,12
41.47,25,9,16
41.48,39,7,32
41.49,66,55,11
41.5,12,10,2
41.51,32,0,32
41.52,26,0,26
41.53,38,38,0
41.54,16,0,16
41.55,22,0,22
41.56,40,40,0
41.57,40,0,40
41.58,0,0,0
41.59,34,34,0
41.6,16,0,16
41.61,18,0,18
41.62,45,45,0
41.63,16,0,16
41.64,29,0,29
41.65,48,48,0
41.66,6,0,6
41.67,30,0,30
41.68,12,0,12
41.69,50,50,0
41.7,0,0,0
41.71,16,0,16
41.72,58,42,16
41.73,18,2,16
41.74,32,0,32
41.75,51,37,14
41.76,22,6,16
41.77,35,4,31
41.78,42,42,0
41.79,21,5,16
41.8,36,5,31
41.81,43,36,7
41.82,9,8,1
41.83,49,4,45
41.84,0,0,0
41.85,34,34,0
41.86,41,9,32
41.87,20,5,15
41.88,52,47,5
41.89,13,12,1
41.9,35,3,32
41.91,72,42,30
41.92,8,8,0
41.93,41,9,32
